CUST_ID,AREA_CODE,MINUTES_CURR_MONTH,MINUTES_PREV_MONTH,MINUTES_3MONTHS_AGO,CUST_MOS,LONGDIST_FLAG,CALLWAITING_FLAG,NUM_LINES,VOICEMAIL_FLAG,MOBILE_PLAN,CONVERGENT_BILLING,GENDER,INCOME,PHONE_PLAN,EDUCATION,TOT_MINUTES_USAGE,CHURNER
869,55166,110,98,56,15,1,0,1,1,0,No,M,98000,Promo_plan,Post Primary,264,yes
870,36785,97,5587,4693,8,0,0,1,0,1,Yes,M,34005,Euro-Zone,PhD,10377,yes
871,45987,45,23,66,44,0,0,1,0,0,No,F,91000,International,PhD,134,yes
1625,15563,2,0,4,4,0,0,1,0,0,Yes,M,53000,International,Bachelors,6,no
873,10040,99,2,0,2,0,0,1,0,0,Yes,F,17000,National,Bachelors,0,no
874,21750,5,15,75,6,1,0,1,1,0,No,F,39000,International,Post Primary,95,no
875,36785,100,90,60,10,1,0,2,1,1,Yes,M,50000,National,Primary,250,yes
876,45987,10,20,50,3,1,0,1,0,0,No,M,75000,International,PhD,80,no
877,15563,10,800,944,26,1,1,3,1,1,Yes,M,225000,International,PhD,1754,yes
878,10040,565,577,650,14,1,1,1,1,1,No,M,33000,National,Masters,1792,no
879,21750,333,277,144,9,0,1,1,1,1,Yes,M,44000,International,Masters,754,yes
880,55166,550,100,500,17,1,1,1,0,0,No,M,320000,Promo_plan,Post Primary,1150,yes
881,36785,398,144,630,36,0,0,2,1,0,No,M,145000,National,Masters,1172,yes
882,45987,78,54,24,6,1,0,1,0,0,No,F,66000,International,Bachelors,156,yes
1642,15563,105,15,99,11,0,0,2,1,0,No,F,51000,International,Bachelors,219,no
884,10040,999,1200,1145,3,1,1,2,1,1,No,M,80000,National,PhD,3344,no
885,21750,5,2,1,23,0,0,1,0,0,No,M,80000,International,Post Primary,8,yes
886,55166,344,232,455,11,1,1,2,1,1,Yes,M,75000,Promo_plan,Post Primary,1031,no
887,36785,555,444,678,27,1,1,2,1,0,No,F,134000,National,PhD,1677,yes
888,45987,60,456,398,13,0,1,1,1,0,Yes,M,88000,International,Masters,914,yes
1648,15563,2,0,4,4,0,0,1,0,0,Yes,M,53000,International,Bachelors,6,no
890,10040,2,0,0,1,0,0,1,1,0,No,F,29000,National,Post Primary,0,no
891,21750,678,1222,598,30,1,1,2,0,1,Yes,M,46000,International,Post Primary,2498,yes
892,55166,110,98,56,15,1,0,1,1,0,No,M,98000,Promo_plan,Post Primary,264,yes
893,36785,97,56,97,8,0,0,1,0,1,No,M,125000,National,Post Primary,250,yes
894,45987,45,23,66,44,0,0,1,0,0,No,F,91000,International,PhD,134,yes
1665,15563,105,7,99,11,0,0,2,1,0,No,F,51000,International,Bachelors,211,no
896,10040,145,2,0,2,0,0,1,0,0,Yes,F,17000,National,Bachelors,0,no
897,21750,5,150,75,6,1,0,1,1,0,No,F,39000,International,Post Primary,230,no
898,36785,100,9,60,10,1,0,2,1,1,Yes,M,50000,National,Primary,169,yes
899,45987,10,20,50,3,1,0,1,0,0,No,M,75000,International,PhD,80,no
900,15563,1004,4,944,26,1,1,3,1,1,Yes,M,225000,International,PhD,1952,no
901,10040,565,200,650,14,1,1,1,1,1,No,M,33000,National,Masters,1415,yes
902,21750,333,130,144,9,0,1,1,1,1,Yes,M,44000,International,Masters,607,yes
903,55166,550,55,500,17,1,1,1,0,0,No,M,320000,Promo_plan,Post Primary,1105,no
904,36785,398,144,630,36,0,0,2,1,0,No,M,145000,National,Post Primary,1172,no
905,45987,78,54,24,6,1,0,1,0,0,No,F,66000,International,Bachelors,156,yes
1671,15563,2,0,4,4,0,0,1,0,0,Yes,M,53000,International,Bachelors,6,yes
907,10040,999,900,1145,3,1,1,2,1,1,Yes,M,80000,National,Bachelors,3044,no
908,21750,5,55,1,23,0,0,1,0,0,No,M,80000,International,Post Primary,61,yes
909,55166,344,232,455,11,1,1,2,1,1,Yes,M,75000,Promo_plan,Masters,1031,no
910,36785,55,444,678,27,1,1,2,1,0,No,F,134000,National,PhD,1177,no
911,45987,600,366,398,13,0,1,1,1,0,Yes,M,88000,International,Masters,1364,yes
1688,15563,105,15,99,11,0,0,2,1,0,No,F,51000,International,Bachelors,219,yes
913,10040,2,0,0,1,0,0,1,1,0,No,F,29000,National,Post Primary,0,no
914,21750,7543,16754,598,30,1,1,2,0,1,Yes,M,46000,,Post Primary,24895,yes
915,55166,110,98,56,15,1,0,1,1,0,No,M,98000,Promo_plan,Post Primary,264,no
916,36785,97,56,97,8,0,0,1,0,1,No,M,125000,National,Post Primary,250,no
917,45987,45,23,66,44,0,0,1,0,0,No,F,91000,International,PhD,134,no
1694,15563,2,0,4,4,0,0,1,0,0,Yes,M,53000,International,Bachelors,6,yes
919,10040,1,2,0,2,0,0,1,0,0,Yes,F,17000,National,Bachelors,0,no
920,21750,5,15,75,6,1,0,1,1,0,No,F,39000,International,Post Primary,95,no
921,36785,100,90,60,10,1,0,2,1,1,Yes,M,50000,National,Primary,250,yes
922,45987,10,20,50,3,1,0,1,0,0,No,M,75000,International,PhD,80,no
923,15563,1004,800,944,26,1,1,3,1,1,Yes,M,225000,International,PhD,2748,no
924,10040,565,577,650,14,1,1,1,1,1,No,M,33000,National,Masters,1792,no
925,21750,4567,3534,144,9,0,1,1,1,1,Yes,M,44000,International,Masters,8245,yes
926,55166,550,100,500,17,1,1,1,0,0,No,M,320000,Promo_plan,Post Primary,1150,no
927,36785,398,144,630,36,0,0,2,1,0,No,M,145000,National,Post Primary,1172,no
928,45987,78,54,24,6,1,0,1,0,0,No,F,66000,International,Bachelors,156,yes
1711,15563,5,15,99,11,0,0,2,1,0,No,F,51000,International,Bachelors,119,yes
930,10040,9,1200,1145,3,1,1,2,1,1,Yes,M,80000,National,Masters,2354,no
931,21750,5,2,1,23,0,0,1,0,0,No,M,80000,International,Post Primary,8,yes
932,55166,344,232,455,11,1,1,2,1,1,Yes,M,75000,Promo_plan,Post Primary,1031,no
933,36785,555,444,678,27,1,1,2,1,0,No,F,134000,National,PhD,1677,no
934,45987,600,456,398,13,0,1,1,1,0,Yes,M,88000,International,Masters,1454,yes
1717,15563,2,0,4,4,0,0,1,0,0,Yes,M,53000,International,Bachelors,6,yes
936,10040,2,0,0,1,0,0,1,1,0,No,F,29000,National,Post Primary,0,no
937,21750,678,1222,598,30,1,1,2,0,1,Yes,M,46000,International,Post Primary,2498,yes
938,55166,110,98,56,15,1,0,1,1,0,No,M,98000,Promo_plan,Post Primary,264,no
939,36785,97,56,97,8,0,0,1,0,1,No,M,125000,National,Post Primary,250,no
940,45987,45,23,66,44,0,0,1,0,0,No,F,91000,International,PhD,134,no
1734,15563,105,15,99,11,0,0,2,1,0,No,F,51000,International,Bachelors,219,yes
942,10040,1,2,0,2,0,0,1,0,0,Yes,F,17000,National,Bachelors,0,no
943,21750,5,15,75,6,1,0,1,1,0,No,F,39000,International,Post Primary,95,no
944,36785,100,90,60,10,1,0,2,1,1,Yes,M,50000,National,Primary,250,yes
945,45987,88,20,50,3,1,0,1,0,0,No,M,75000,International,PhD,158,no
1740,15563,2,0,4,4,0,0,1,0,0,Yes,M,53000,International,Bachelors,6,yes
947,10040,565,577,650,14,1,1,1,1,1,No,M,33000,National,Masters,1792,no
948,21750,333,277,144,9,0,1,1,1,1,Yes,M,44000,International,Masters,754,yes
949,55166,550,100,500,17,1,1,1,0,0,No,M,320000,Promo_plan,Post Primary,1150,no
950,36785,398,144,630,36,0,0,2,1,0,No,M,145000,National,Masters,1172,no
951,45987,78,54,24,6,1,0,1,0,0,No,F,66000,International,Bachelors,156,yes
1757,15563,5435,15,99,11,0,0,2,1,0,No,F,51000,International,Bachelors,5549,no
953,10040,999,1200,1145,3,1,1,2,1,1,No,M,80000,National,Bachelors,3344,no
954,21750,5,2,1,23,0,0,1,0,0,No,M,80000,International,Post Primary,8,yes
955,55166,344,232,455,11,1,1,2,1,1,Yes,M,75000,Promo_plan,Post Primary,1031,no
956,36785,555,444,678,27,1,1,2,1,0,No,F,134000,National,PhD,1677,no
957,45987,60,456,398,13,0,1,1,1,0,Yes,M,88000,International,Masters,914,yes
1763,15563,2,0,4,4,0,0,1,0,0,Yes,M,53000,International,Bachelors,6,yes
959,10040,2,0,0,1,0,0,1,1,0,No,F,29000,National,Post Primary,0,no
960,21750,678,1222,598,30,1,1,2,0,1,Yes,M,46000,International,Post Primary,2498,yes
961,55166,110,98,56,15,1,0,1,1,0,No,M,98000,Promo_plan,Post Primary,264,no
962,36785,97,56,97,8,0,0,1,0,1,No,M,125000,National,Post Primary,250,no
963,45987,45,23,66,44,0,0,1,0,0,No,F,91000,International,PhD,134,no
1780,15563,105,15,99,11,0,0,2,1,0,No,F,51000,International,Bachelors,219,yes
965,10040,1,2,0,2,0,0,1,0,0,Yes,F,17000,National,Bachelors,0,no
966,21750,5,15,75,6,1,0,1,1,0,No,F,39000,International,Post Primary,95,yes
967,36785,33,90,60,10,1,0,2,1,1,Yes,M,50000,National,Primary,183,yes
968,45987,10,20,50,3,1,0,1,0,0,No,M,75000,International,PhD,80,no
969,15563,10000,8000,944,26,1,1,3,1,1,Yes,M,225000,National,PhD,18944,yes
970,10040,565,577,650,14,1,1,1,1,1,No,M,33000,National,Masters,1792,yes
971,21750,333,277,144,9,0,1,1,1,1,Yes,M,44000,International,Masters,754,yes
972,55166,550,100,500,17,1,1,1,0,0,No,M,320000,Promo_plan,Post Primary,1150,yes
973,36785,6000,7899,630,36,0,0,2,1,0,Yes,M,145000,Euro-Zone,Post Primary,14529,yes
974,45987,7800,5000,24,6,1,0,1,0,0,No,F,66000,International,Bachelors,12824,yes
1786,15563,2,0,4,4,0,0,1,0,0,Yes,M,53000,International,Bachelors,6,yes
976,10040,9999,12456,1145,3,1,1,2,1,1,No,M,80000,Euro-Zone,Bachelors,23600,no
977,21750,5,2,1,23,0,0,1,0,0,No,M,80000,International,Post Primary,8,yes
978,55166,344,232,455,11,1,1,2,1,1,Yes,M,75000,Promo_plan,Post Primary,1031,no
979,36785,555,444,678,27,1,1,2,1,0,No,F,134000,National,PhD,1677,yes
980,45987,6000,4563,398,13,0,1,1,1,0,Yes,M,88000,International,Masters,10961,yes
1297,15563,5,15,99,11,0,0,2,1,0,No,F,51000,International,Bachelors,119,yes
982,10040,2,0,0,1,0,0,1,1,0,No,F,29000,National,Post Primary,0,yes
983,21750,12000,8000,598,30,1,1,2,0,1,Yes,M,46000,International,Post Primary,,yes
984,55166,110,98,56,15,1,0,1,1,0,No,M,98000,Promo_plan,Post Primary,264,yes
985,36785,97,56,97,8,0,0,1,0,1,No,M,125000,National,Post Primary,250,yes
986,45987,45,23,66,44,0,0,1,0,0,No,F,91000,International,PhD,134,yes
1303,15563,2,0,4,4,0,0,1,0,0,Yes,M,53000,International,Bachelors,6,yes
988,10040,1,2,0,2,0,0,1,0,0,Yes,F,17000,National,Bachelors,0,yes
989,21750,5,15,75,6,1,0,1,1,0,No,F,39000,International,Post Primary,95,yes
990,36785,100,90,60,10,1,0,2,1,1,Yes,M,50000,National,Primary,250,yes
991,45987,10,20,50,3,1,0,1,0,0,No,M,75000,International,PhD,80,no
992,15563,1004,800,944,26,1,1,3,1,1,Yes,M,225000,International,PhD,2748,no
993,10040,565,577,650,14,1,1,1,1,1,No,M,33000,National,Masters,1792,yes
994,21750,333,277,144,9,0,1,1,1,1,Yes,M,44000,International,Masters,754,yes
995,55166,550,100,500,17,1,1,1,0,0,No,M,320000,Promo_plan,Post Primary,1150,no
996,36785,398,144,630,36,0,0,2,1,0,No,M,145000,National,Masters,1172,no
997,45987,78,54,24,6,1,0,1,0,0,No,F,66000,International,Bachelors,156,yes
1320,15563,105,15,99,11,0,0,2,1,0,No,F,51000,International,Bachelors,219,no
999,10040,999,1200,1145,3,1,1,2,1,1,Yes,M,80000,National,PhD,3344,no
1000,21750,5,2,1,23,0,0,1,0,0,Yes,M,80000,International,Post Primary,8,yes
1001,55166,344,232,455,11,1,1,2,1,1,Yes,M,75000,Promo_plan,Post Primary,1031,no
1002,36785,555,444,678,27,1,1,2,1,0,No,F,134000,National,PhD,1677,no
1003,45987,600,456,398,13,0,1,1,1,0,Yes,M,88000,International,Masters,1454,yes
1326,15563,2,0,4,4,0,0,1,0,0,Yes,M,53000,International,Bachelors,6,no
1005,10040,2,0,0,1,0,0,1,1,0,No,F,29000,National,Post Primary,0,yes
1006,21750,678,1222,598,30,1,1,2,0,1,Yes,M,46000,International,Post Primary,2498,yes
1007,55166,1100,1000,56,15,1,0,1,1,0,No,M,98000,Promo_plan,Post Primary,2156,no
1008,36785,97,56,97,8,0,0,1,0,1,No,M,125000,National,Post Primary,250,no
1009,45987,14000,15000,66,44,0,0,1,0,0,No,F,91000,International,PhD,29066,no
1343,15563,5435,15,99,11,0,0,2,1,0,No,F,51000,International,Bachelors,5549,no
1011,10040,1,2,0,2,0,0,1,0,0,Yes,F,17000,National,Bachelors,0,yes
1012,21750,5,15,75,6,1,0,1,1,0,No,F,39000,International,Post Primary,95,yes
1013,36785,100,9000,60,10,1,0,2,1,1,Yes,M,50000,Euro-Zone,Primary,9160,yes
1014,45987,10,20,50,3,1,0,1,0,0,No,M,75000,International,PhD,80,no
1015,15563,1004,800,944,26,1,1,3,1,1,Yes,M,225000,International,PhD,2748,no
1016,10040,565,577,650,14,1,1,1,1,1,No,M,33000,National,Masters,1792,yes
1017,21750,333,277,144,9,0,1,1,1,1,Yes,M,44000,International,Masters,754,yes
1018,55166,550,100,500,17,1,1,1,0,0,No,M,320000,Promo_plan,Post Primary,1150,no
1019,36785,398,144,630,36,0,0,2,1,0,No,M,145000,National,Post Primary,1172,no
1020,45987,78,54,24,6,1,0,1,0,0,No,F,66000,International,Bachelors,156,yes
1349,15563,2,0,4,4,0,0,1,0,0,Yes,M,53000,International,Bachelors,6,no
1022,10040,999,1200,1145,3,1,1,2,1,1,Yes,M,80000,National,Masters,3344,no
1023,21750,5,2,1,23,0,0,1,0,0,No,M,80000,International,Post Primary,8,yes
1024,55166,344,232,455,11,1,1,2,1,1,Yes,M,75000,Promo_plan,Post Primary,1031,no
1025,36785,555,444,678,27,1,1,2,1,0,No,F,134000,National,PhD,1677,no
1026,45987,600,456,398,13,0,1,1,1,0,Yes,M,88000,International,Masters,1454,yes
1366,15563,105,15,99,11,0,0,2,1,0,No,F,51000,International,Bachelors,219,no
1028,10040,2,0,0,1,0,0,1,1,0,No,F,29000,National,Post Primary,0,yes
1029,21750,678,1222,598,30,1,1,2,0,1,Yes,M,46000,International,Post Primary,2498,yes
1030,55166,110,98,56,15,1,0,1,1,0,No,M,98000,Promo_plan,Post Primary,264,no
1031,36785,97,56,97,8,0,0,1,0,1,No,M,125000,National,Post Primary,250,no
1032,45987,45,23,66,44,0,0,1,0,0,No,F,91000,International,PhD,134,no
1372,15563,2,0,4,4,0,0,1,0,0,Yes,M,53000,International,Bachelors,6,no
1034,10040,1,2,0,2,0,0,1,0,0,Yes,F,17000,National,Bachelors,0,yes
1035,21750,5000,7000,75,6,1,0,1,1,0,No,F,39000,International,Post Primary,12075,yes
1036,36785,100,190,60,10,1,0,2,1,1,Yes,M,50000,National,Primary,350,yes
1037,45987,10,20,50,3,1,0,1,0,0,No,M,75000,International,PhD,80,no
1038,15563,1004,800,944,26,1,1,3,1,1,Yes,M,225000,International,PhD,2748,no
1039,10040,5678,3457,2156,14,1,1,1,1,1,No,M,33000,National,Masters,11291,no
1040,21750,333,122,144,9,0,1,1,1,1,Yes,M,44000,International,Masters,599,yes
1041,55166,550,100,1453,17,1,1,1,0,0,No,M,320000,Promo_plan,Post Primary,2103,no
1042,36785,398,2452,4789,36,0,0,2,1,0,No,M,145000,National,Post Primary,7639,no
1043,45987,78,54,24,6,1,0,1,0,0,No,F,66000,International,Bachelors,156,yes
1389,15563,105,15,99,11,0,0,2,1,0,No,F,51000,International,Bachelors,219,no
1045,10040,9456,14325,12456,3,1,1,2,1,1,Yes,F,80000,Euro-Zone,PhD,36237,yes
1046,21750,5,2,1,23,0,0,1,0,0,No,M,80000,International,Post Primary,8,no
1047,55166,344,232,455,11,1,1,2,1,1,Yes,M,75000,Promo_plan,Post Primary,1031,no
1048,36785,555,444,678,27,1,1,2,1,0,No,F,134000,National,PhD,1677,no
1049,45987,600,5673,3456,13,0,1,1,1,0,Yes,M,34000,International,Masters,9729,yes
1395,15563,2,0,4,4,0,0,1,0,0,Yes,M,53000,International,Bachelors,6,no
1051,10040,2,0,0,1,0,0,1,1,0,No,F,29000,National,Post Primary,0,yes
1052,21750,678,55,598,30,1,1,2,0,1,Yes,M,46000,International,Post Primary,1331,yes
1053,55166,110,98,56,15,1,0,1,1,0,No,M,98000,Promo_plan,Post Primary,264,no
1054,36785,97,56,5,8,0,0,1,0,1,No,M,125000,National,Post Primary,158,no
1055,45987,45,223,66,44,0,0,1,0,0,No,F,91000,International,PhD,334,no
1550,15563,5435,15,99,11,0,0,2,1,0,No,F,51000,International,Bachelors,5549,no
1057,10040,100,2,0,2,0,0,1,0,0,Yes,F,17000,National,Bachelors,0,no
1058,21750,5,7,75,6,1,0,1,1,0,No,F,39000,International,Post Primary,87,no
1059,36785,100,90,60,10,1,0,2,1,1,Yes,M,50000,National,Primary,250,yes
1060,45987,999,20,50,3,1,0,1,0,0,No,M,75000,International,PhD,1069,no
1061,15563,1004,800,944,26,1,1,3,1,1,Yes,M,225000,International,PhD,2748,yes
1062,10040,565,577,650,14,1,1,1,1,1,No,M,33000,National,Masters,1792,no
1063,21750,333,277,144,9,0,1,1,1,1,Yes,M,44000,International,Masters,754,yes
1064,55166,5,100,500,17,1,1,1,0,0,No,M,320000,Promo_plan,PhD,605,yes
1065,36785,398,144,630,36,0,0,2,1,0,No,M,145000,National,Post Primary,1172,yes
1066,45987,78,54,24,6,1,0,1,0,0,No,F,66000,International,Bachelors,156,yes
1556,15563,2,0,4,4,0,0,1,0,0,Yes,M,53000,International,Bachelors,6,no
1068,10040,999,1200,1145,3,1,1,2,1,1,Yes,M,80000,National,Bachelors,3344,yes
1069,21750,500,2,1,23,0,0,1,0,0,Yes,M,80000,International,Post Primary,503,yes
1070,55166,344,232,455,11,1,1,2,1,1,Yes,M,75000,Promo_plan,Post Primary,1031,no
1071,36785,555,7654,8732,27,1,1,2,1,0,Yes,F,134000,Euro-Zone,PhD,16941,yes
1072,45987,600,456,398,13,0,1,1,1,0,Yes,M,88000,International,Masters,1454,yes
1573,15563,105,15,99,11,0,0,2,1,0,No,F,51000,International,Bachelors,219,no
1074,10040,2,0,0,1,0,0,1,1,0,No,F,29000,National,Post Primary,0,no
1075,21750,678,1222,598,30,1,1,2,0,1,Yes,M,46000,International,Post Primary,2498,yes
1076,55166,110,98,56,15,1,0,1,1,0,No,M,98000,Promo_plan,Post Primary,264,yes
1077,36785,97,5587,4693,8,0,0,1,0,1,Yes,M,34005,Euro-Zone,PhD,10377,yes
1078,45987,45,23,66,44,0,0,1,0,0,No,F,91000,International,PhD,134,yes
1579,15563,2,0,4,4,0,0,1,0,0,Yes,M,53000,International,Bachelors,6,no
1080,10040,99,2,0,2,0,0,1,0,0,Yes,F,17000,National,Bachelors,0,no
1081,21750,5,15,75,6,1,0,1,1,0,No,F,39000,International,Post Primary,95,no
1082,36785,100,90,60,10,1,0,2,1,1,Yes,M,50000,National,Primary,250,yes
1083,45987,10,20,50,3,1,0,1,0,0,No,M,75000,International,PhD,80,no
1084,15563,10,800,944,26,1,1,3,1,1,Yes,M,225000,International,PhD,1754,yes
1085,10040,565,577,650,14,1,1,1,1,1,No,M,33000,National,Masters,1792,no
1086,21750,333,277,144,9,0,1,1,1,1,Yes,M,44000,International,Masters,754,yes
1087,55166,550,100,500,17,1,1,1,0,0,No,M,320000,Promo_plan,Post Primary,1150,yes
1088,36785,398,144,630,36,0,0,2,1,0,No,M,145000,National,Masters,1172,yes
1596,15563,105,15,99,11,0,0,2,1,0,No,F,51000,International,Bachelors,219,no
1154,10040,565,577,650,14,1,1,1,1,1,No,M,33000,National,Masters,1792,no
1155,21750,333,277,144,9,0,1,1,1,1,Yes,M,44000,International,Masters,754,yes
1156,55166,550,100,500,17,1,1,1,0,0,No,M,320000,Promo_plan,Post Primary,1150,yes
1157,36785,398,144,630,36,0,0,2,1,0,No,M,145000,National,Masters,1172,no
1158,45987,78,54,24,6,1,0,1,0,0,No,F,66000,International,Bachelors,156,yes
1924,15563,2,0,4,4,0,0,1,0,0,Yes,M,53000,International,Bachelors,6,no
1160,10040,999,1200,1145,3,1,1,2,1,1,No,M,80000,National,Bachelors,3344,yes
1161,21750,5,2,1,23,0,0,1,0,0,No,M,80000,International,Post Primary,8,yes
1162,55166,344,232,455,11,1,1,2,1,1,Yes,M,75000,Promo_plan,Post Primary,1031,no
1163,36785,555,444,678,27,1,1,2,1,0,No,F,134000,National,PhD,1677,no
1164,45987,60,456,398,13,0,1,1,1,0,Yes,M,88000,International,Masters,914,yes
1941,15563,105,15,99,11,0,0,2,1,0,No,F,51000,International,Bachelors,219,no
1166,10040,2,0,0,1,0,0,1,1,0,No,F,29000,National,Post Primary,0,no
1167,21750,678,1222,598,30,1,1,2,0,1,Yes,M,46000,International,Post Primary,2498,yes
1168,55166,110,98,56,15,1,0,1,1,0,No,M,98000,Promo_plan,Post Primary,264,no
1169,36785,97,56,97,8,0,0,1,0,1,No,M,125000,National,Post Primary,250,no
1170,45987,45,23,66,44,0,0,1,0,0,No,F,91000,International,PhD,134,no
1947,15563,2,0,4,4,0,0,1,0,0,Yes,M,53000,International,Bachelors,6,no
1172,10040,1,2,0,2,0,0,1,0,0,Yes,F,17000,National,Bachelors,0,no
1173,21750,5,15,75,6,1,0,1,1,0,No,F,39000,International,Post Primary,95,no
1174,36785,33,90,60,10,1,0,2,1,1,Yes,M,50000,National,Primary,183,yes
1175,45987,10,20,50,3,1,0,1,0,0,No,M,75000,International,PhD,80,no
1176,15563,10000,8000,944,26,1,1,3,1,1,Yes,M,225000,National,PhD,18944,yes
1177,10040,565,577,650,14,1,1,1,1,1,No,M,33000,National,Masters,1792,no
1178,21750,333,277,144,9,0,1,1,1,1,Yes,M,44000,International,Masters,754,yes
1179,55166,550,100,500,17,1,1,1,0,0,No,M,320000,Promo_plan,Post Primary,1150,no
1180,36785,6000,7899,630,36,0,0,2,1,0,Yes,M,145000,Euro-Zone,Post Primary,14529,yes
1181,45987,7800,5000,24,6,1,0,1,0,0,No,F,66000,International,Bachelors,12824,yes
1964,15563,5435,15,99,11,0,0,2,1,0,No,F,51000,International,Bachelors,5549,no
1183,10040,9999,12456,1145,3,1,1,2,1,1,No,M,80000,Euro-Zone,Bachelors,23600,yes
1184,21750,5,2,1,23,0,0,1,0,0,No,M,80000,International,Post Primary,8,yes
1185,55166,344,232,455,11,1,1,2,1,1,Yes,M,75000,Promo_plan,Post Primary,1031,no
1186,36785,555,444,678,27,1,1,2,1,0,No,F,134000,National,PhD,1677,no
1187,45987,6000,4563,398,13,0,1,1,1,0,Yes,M,88000,International,Masters,10961,yes
1970,15563,2,0,4,4,0,0,1,0,0,Yes,M,53000,International,Bachelors,6,no
1189,10040,2,0,0,1,0,0,1,1,0,No,F,29000,National,Post Primary,0,no
1190,21750,12000,8000,598,30,1,1,2,0,1,Yes,M,46000,,Post Primary,20598,yes
1191,55166,110,98,56,15,1,0,1,1,0,No,M,98000,Promo_plan,Post Primary,264,no
1192,36785,97,56,97,8,0,0,1,0,1,No,M,125000,National,Post Primary,250,no
1193,45987,45,23,66,44,0,0,1,0,0,No,F,91000,International,PhD,134,no
1987,15563,105,15,99,11,0,0,2,1,0,No,F,51000,International,Bachelors,219,no
1195,10040,1,2,0,2,0,0,1,0,0,Yes,F,17000,National,Bachelors,0,no
1196,21750,5,15,75,6,1,0,1,1,0,No,F,39000,International,Post Primary,95,no
1197,36785,100,90,60,10,1,0,2,1,1,Yes,M,50000,National,Primary,250,yes
1198,45987,10,20,50,3,1,0,1,0,0,No,M,75000,International,PhD,80,no
1199,15563,1004,800,944,26,1,1,3,1,1,Yes,M,225000,International,PhD,2748,no
1200,10040,565,577,650,14,1,1,1,1,1,No,M,33000,National,Masters,1792,no
1201,21750,333,277,144,9,0,1,1,1,1,Yes,M,44000,International,Masters,754,yes
1202,55166,550,100,500,17,1,1,1,0,0,No,M,320000,Promo_plan,Post Primary,1150,no
1203,36785,398,144,630,36,0,0,2,1,0,No,M,145000,National,Masters,1172,no
1204,45987,78,54,24,6,1,0,1,0,0,No,F,66000,International,Bachelors,156,yes
1993,15563,2,0,4,4,0,0,1,0,0,Yes,M,53000,International,Bachelors,6,no
1206,10040,999,1200,1145,3,1,1,2,1,1,Yes,M,80000,National,PhD,3344,yes
1207,21750,5,2,1,23,0,0,1,0,0,Yes,M,80000,International,Post Primary,8,yes
1208,55166,344,232,455,11,1,1,2,1,1,Yes,M,75000,Promo_plan,Post Primary,1031,no
1209,36785,555,444,678,27,1,1,2,1,0,No,F,134000,National,PhD,1677,no
1210,45987,600,456,398,13,0,1,1,1,0,Yes,M,88000,International,Masters,1454,yes
2010,15563,105,15,99,11,0,0,2,1,0,No,F,51000,International,Bachelors,219,no
1212,10040,2,0,0,1,0,0,1,1,0,No,F,29000,National,Post Primary,0,no
1213,21750,678,1222,598,30,1,1,2,0,1,Yes,M,46000,International,Post Primary,2498,yes
1214,55166,1100,1000,56,15,1,0,1,1,0,No,M,98000,Promo_plan,Post Primary,2156,no
1215,36785,97,56,97,8,0,0,1,0,1,No,M,125000,National,Post Primary,250,no
1216,45987,14000,15000,66,44,0,0,1,0,0,No,F,91000,International,PhD,29066,no
2016,15563,2,0,4,4,0,0,1,0,0,Yes,M,53000,International,Bachelors,6,no
1218,10040,1,2,0,2,0,0,1,0,0,Yes,F,17000,National,Bachelors,0,no
1219,21750,5,15,75,6,1,0,1,1,0,No,F,39000,International,Post Primary,95,no
1220,36785,100,9000,60,10,1,0,2,1,1,Yes,M,50000,Euro-Zone,Primary,9160,yes
1221,45987,10,20,50,3,1,0,1,0,0,No,M,75000,International,PhD,80,no
1222,15563,1004,800,944,26,1,1,3,1,1,Yes,M,225000,International,PhD,2748,no
1223,10040,565,577,650,14,1,1,1,1,1,No,M,33000,National,Masters,1792,no
1224,21750,333,277,144,9,0,1,1,1,1,Yes,M,44000,International,Masters,754,yes
1225,55166,550,100,500,17,1,1,1,0,0,No,M,320000,Promo_plan,Post Primary,1150,no
1226,36785,398,144,630,36,0,0,2,1,0,No,M,145000,National,Post Primary,1172,no
1227,45987,78,54,24,6,1,0,1,0,0,No,F,66000,International,Bachelors,156,yes
2033,15563,105,15,99,11,0,0,2,1,0,No,F,51000,International,Bachelors,219,no
1229,10040,999,1200,1145,3,1,1,2,1,1,Yes,M,80000,National,Masters,3344,yes
1230,21750,5,2,1,23,0,0,1,0,0,No,M,80000,International,Post Primary,8,yes
1231,55166,344,232,455,11,1,1,2,1,1,Yes,M,75000,Promo_plan,Post Primary,1031,no
1232,36785,555,444,678,27,1,1,2,1,0,No,F,134000,National,PhD,1677,yes
1233,45987,600,456,398,13,0,1,1,1,0,Yes,M,88000,International,Masters,1454,yes
2039,15563,2,0,4,4,0,0,1,0,0,Yes,M,53000,International,Bachelors,6,no
1235,10040,2,0,0,1,0,0,1,1,0,No,F,29000,National,Post Primary,0,no
1236,21750,678,1222,598,30,1,1,2,0,1,Yes,M,46000,International,Post Primary,2498,yes
1237,55166,110,98,56,15,1,0,1,1,0,No,M,98000,Promo_plan,Post Primary,264,yes
1238,36785,97,56,97,8,0,0,1,0,1,No,M,125000,National,Post Primary,250,yes
1239,45987,45,23,66,44,0,0,1,0,0,No,F,91000,International,PhD,134,yes
2056,15563,105,15,99,11,0,0,2,1,0,No,F,51000,International,Bachelors,219,no
